Id,Retweets,Favorites,Hashtags,Medias,Mentions,SenderId,SenderFavorites,SenderFollowings,SenderFollowers,SenderStatues,Letter,Words,AvgWordLength,IsCyberbullying
1161070000000000000.00,0,1,0,0,0,933128076,31112,754,940,5210,37,6,6,TRUE
1161080000000000000.00,0,0,0,0,1,497938026,10474,1729,466,2153,53,1,53,TRUE
1161090000000000000.00,0,1,0,0,0,971927090,19789,999,1185,2653,34,9,3,TRUE
1161220000000000000.00,0,0,0,0,0,619328517,3523,713,929,7656,71,8,8,TRUE
1161240000000000000.00,0,0,0,0,1,759608274,3150,207,309,305,31,4,7,TRUE
1161250000000000000.00,0,0,0,0,2,478552988,2643,422,492,3616,74,11,6,TRUE
1161260000000000000.00,0,0,0,0,1,454007603,2659,86,112,10976,206,37,5,TRUE
1161260000000000000.00,0,0,0,0,2,886793209,8575,954,264,6484,105,18,5,TRUE
1161260000000000000.00,0,0,0,0,0,914814138,184074,545,9408,16218,44,7,6,TRUE
1161270000000000000.00,0,0,0,0,0,594887079,65342,255,688,47478,53,7,7,TRUE
1161300000000000000.00,0,0,0,0,0,762207480,39318,4513,3131,26079,20,3,6,TRUE
1161320000000000000.00,0,0,0,0,1,591185799,2096,1317,875,5563,23,4,5,TRUE
1161340000000000000.00,0,0,0,0,2,455564500,145092,415,1294,28916,9,2,4,TRUE
1161360000000000000.00,1,0,0,0,0,594887079,65342,255,688,47478,169,26,6,TRUE
1161360000000000000.00,0,0,0,0,0,718194666,12148,231,352,18643,106,16,6,TRUE
1161370000000000000.00,0,0,0,0,0,552462069,6568,255,166,1807,31,7,4,TRUE
1161370000000000000.00,2,3,0,0,1,720480164,1651,1435,704,6634,225,34,6,TRUE
1161370000000000000.00,0,0,0,0,0,723875959,2072,53,110,3379,182,24,7,FALSE
1161370000000000000.00,0,3,0,0,0,740017681,130072,287,2411,7927,27,5,5,TRUE
1161380000000000000.00,0,0,0,0,0,978535746,4158,127,330,3847,53,11,4,TRUE
1161440000000000000.00,0,0,0,0,1,488505131,5210,110,141,2224,34,9,3,TRUE
1161440000000000000.00,0,0,0,0,0,840411150,962,17,15,3406,141,27,5,TRUE
1161440000000000000.00,0,0,0,0,5,805098228,1916,190,169,1241,14,1,14,TRUE
1161540000000000000.00,0,0,0,0,0,629332002,2102,1045,517,3354,164,24,6,TRUE
1161900000000000000.00,0,0,0,0,0,704818081,10854,258,359,2276,89,17,5,TRUE
1161960000000000000.00,0,0,1,0,0,557672854,41280,579,1802,5988,38,7,5,FALSE
1161980000000000000.00,1,1,2,2,0,550028604,62,10,9,64,210,43,4,TRUE
1161980000000000000.00,0,0,0,1,0,629288541,21996,245,489,5145,218,46,4,TRUE
1161990000000000000.00,22,150,0,1,0,820165820,21144,33,46765,3422,226,39,5,FALSE
1161990000000000000.00,0,0,0,0,1,455033213,5050,538,207,1987,35,6,5,TRUE
1162020000000000000.00,0,0,0,0,0,592694374,669,195,98,644,39,9,4,TRUE
1162160000000000000.00,0,0,0,0,1,993671666,46611,2164,3075,18506,19,4,4,TRUE
1162170000000000000.00,0,0,0,0,0,716302994,20117,155,852,5787,49,7,7,TRUE
1162240000000000000.00,0,0,0,0,1,584146580,15704,1838,650,7919,10,2,5,TRUE
1162280000000000000.00,0,0,0,0,1,720662203,26231,946,681,570,24,6,4,FALSE
1162310000000000000.00,0,0,0,0,0,880340076,30730,1724,2060,10107,98,14,7,FALSE
1162320000000000000.00,0,0,1,0,0,921558254,35,260,349,21,94,13,7,TRUE
1162330000000000000.00,0,0,0,0,1,636460399,2385,208,76,2786,48,8,6,FALSE
1162340000000000000.00,0,0,0,0,1,623743465,1050,602,2328,10866,148,27,5,TRUE
1162350000000000000.00,13,37,0,1,0,592130533,6332,1774,6667,8873,227,28,8,FALSE
1162390000000000000.00,0,0,0,0,0,903197072,79084,1663,2766,23425,124,19,6,TRUE
1162400000000000000.00,0,0,0,0,1,623589575,1128,403,54,548,168,28,6,TRUE
1162420000000000000.00,0,0,0,0,1,825848534,21266,1603,1247,10315,192,35,5,FALSE
1162430000000000000.00,5,19,0,0,0,529464675,24254,2490,12787,48328,87,14,6,TRUE
1162450000000000000.00,0,0,2,0,0,519849643,709,228,295,2934,157,25,6,TRUE
1162530000000000000.00,0,6,0,0,0,560210944,20659,2716,95130,17017,93,18,5,TRUE
1162620000000000000.00,0,0,0,0,0,498967512,4084,205,355,15794,88,15,5,TRUE
1162680000000000000.00,0,1,2,2,0,488609712,226,38,444,38,225,44,5,TRUE
1162750000000000000.00,0,0,1,0,0,557093567,2398,70,249,8615,64,11,5,TRUE
1162790000000000000.00,0,0,0,0,0,707951245,8701,302,62,1598,28,6,4,TRUE
1162830000000000000.00,0,0,0,0,1,815256984,7519,644,380,1107,77,13,5,TRUE
1162830000000000000.00,0,0,0,0,1,547017185,16876,443,156,10617,10,3,3,TRUE
1162830000000000000.00,0,0,0,0,0,943758007,30744,429,710,18172,55,11,5,TRUE
1162900000000000000.00,0,0,0,0,1,974046632,165,480,62,263,10,3,3,TRUE
1162910000000000000.00,0,0,0,0,0,492152970,2726,470,904,9157,55,12,4,FALSE
1162980000000000000.00,0,1,2,0,0,707631709,348,62,120,184,69,11,6,FALSE
1162980000000000000.00,0,1,0,0,0,747299982,28002,1996,3141,15074,79,16,4,FALSE
1163030000000000000.00,0,1,0,0,0,456452346,211261,1161,318,68097,218,36,6,TRUE
1163080000000000000.00,323,570,4,0,1,451343108,51262,2624,38030,28420,214,31,6,FALSE
1163100000000000000.00,0,0,0,0,0,485620243,294922,6938,15848,6285,99,20,4,TRUE
1163120000000000000.00,0,0,0,0,2,569954872,645,118,63,1165,84,15,5,TRUE
1163130000000000000.00,0,0,11,0,0,475910235,286,1329,838,451,181,20,9,FALSE
1163150000000000000.00,0,0,0,0,1,493851010,40,39,9,152,126,27,4,TRUE
1163250000000000000.00,0,0,0,0,1,614561470,2020,175,232,2742,40,7,5,TRUE
1163250000000000000.00,0,0,0,0,0,614703911,59932,4424,5164,19159,55,10,5,TRUE
1163260000000000000.00,0,0,0,0,0,1015698108,1852,286,617,2441,60,10,6,TRUE
1163260000000000000.00,0,3,0,0,0,485620243,294922,6938,15848,6285,48,10,4,TRUE
1163280000000000000.00,0,0,0,0,0,925494992,15194,1804,579,68873,25,6,4,TRUE
1205870000000000000.00,0,0,0,0,1,722871060,3419,2847,2099,49372,40,9,4,TRUE
1206220000000000000.00,0,2,0,0,0,554985064,4077,371,225,10510,181,34,5,TRUE
1206630000000000000.00,0,1,0,0,0,633208376,11087,429,1546,22829,62,11,5,TRUE
1206660000000000000.00,0,1,0,0,0,1019805697,16130,389,262,5423,89,20,4,TRUE
1207030000000000000.00,1,10,0,0,0,516017464,92,236,2219,39989,229,38,6,TRUE
1207030000000000000.00,0,5,0,0,0,709258159,13049,776,1349,91573,41,8,5,TRUE
1207030000000000000.00,0,0,0,1,1,712685239,0,189,24,102,20,5,4,TRUE
1207040000000000000.00,0,4,0,0,0,932927378,3518,317,96,1753,42,9,4,TRUE
1207040000000000000.00,0,0,0,0,1,476123874,5776,637,523,30425,29,6,4,TRUE
1207050000000000000.00,0,0,0,0,1,544586844,631,417,107,1025,14,3,4,TRUE
1207050000000000000.00,0,0,0,0,1,870548617,15002,536,249,3282,178,31,5,TRUE
1207060000000000000.00,0,0,0,0,1,540191866,132,85,15,99,234,44,5,TRUE
1207130000000000000.00,0,1,0,0,1,549158175,7143,177,81,6424,83,11,7,TRUE
1207150000000000000.00,0,0,0,0,2,620229059,3641,400,364,18309,30,7,4,TRUE
1207170000000000000.00,0,0,0,0,1,533773215,101,8,78,618,40,10,4,TRUE
1207190000000000000.00,0,2,0,0,1,858468493,3161,691,496,1955,27,5,5,TRUE
1207190000000000000.00,0,0,0,0,1,472368189,485,115,19,160,21,3,7,TRUE
1207210000000000000.00,0,0,0,0,1,936797966,1292,311,90,1643,39,7,5,TRUE
1207240000000000000.00,0,0,0,0,1,461097886,3128,47,231,32420,28,6,4,TRUE
1207250000000000000.00,1,1,0,0,0,704737668,1645,190,75,3677,111,18,6,TRUE
1207260000000000000.00,0,0,0,0,3,931485456,4168,586,213,2570,43,8,5,TRUE
1207260000000000000.00,0,0,0,0,0,981058057,4163,306,90,4408,83,15,5,TRUE
1207270000000000000.00,0,0,0,0,1,461336663,7538,500,301,12143,178,33,5,TRUE
1207270000000000000.00,0,0,0,0,1,480563496,13674,863,1645,20439,41,7,5,TRUE
1207270000000000000.00,0,0,0,0,2,480563496,13674,863,1645,20439,78,14,5,TRUE
1207280000000000000.00,0,0,0,0,2,930787147,4328,84,158,4390,30,5,6,TRUE
1207280000000000000.00,0,0,0,0,1,469515748,4,127,1,1155,15,2,7,TRUE
1207280000000000000.00,0,1,0,0,1,807480386,46396,165,1249,33757,20,3,6,TRUE
1207280000000000000.00,0,0,0,0,1,516308862,3529,309,122,10021,12,2,6,TRUE
343532000000000000.00,4089,8165,0,0,0,1477866582,1112,867,1079853,2447,32,6,5,FALSE
508705000000000000.00,1,0,0,0,1,1492916664,23940,417,433,4361,70,12,5,FALSE
748653000000000000.00,338,1185,0,1,0,1137658464,13525,759,37897,11893,11,3,3,FALSE
760860000000000000.00,134,179,0,0,0,1671328860,212,56641,85092,12390,109,19,5,FALSE
775108000000000000.00,1220,4889,0,0,0,1103612496,2541,114,207664,4216,59,8,7,TRUE
775213000000000000.00,9658,28328,0,1,0,1461284642,13793,257,2772,8289,46,7,6,FALSE
820350000000000000.00,235,1352,0,1,0,1571865672,28,13,764411,8664,15,3,5,FALSE
867155000000000000.00,0,7,0,0,0,2173587030,9609,99,130,3812,48,8,6,FALSE
913894000000000000.00,1,4,0,0,0,1345726230,73274,260,1629,68845,47,6,7,FALSE
916224000000000000.00,121,74,1,1,0,1722180530,20083,36776,45174,82467,45,6,7,FALSE
918881000000000000.00,757,3318,0,0,0,1571865672,28,13,764411,8664,82,16,5,FALSE
923994000000000000.00,15996,46345,0,0,0,1102199180,826,134,666477,13271,98,19,5,FALSE
930132000000000000.00,1,13,0,0,0,2198302706,66841,219,961,2866,48,7,6,FALSE
965195000000000000.00,155,626,0,0,0,1165596846,1726,1087,427743,7677,104,21,4,FALSE
968570000000000000.00,51,450,0,1,0,1137658464,13525,759,37897,11893,35,8,4,FALSE
994281000000000000.00,108,1326,0,0,0,1576617078,81,14,539353,6435,77,15,5,FALSE
995664000000000000.00,55,73,0,1,0,1616088480,13706,497,18992,3749,34,5,6,FALSE
1023570000000000000.00,38,259,0,0,0,2230789750,4803,1586,1732,3176,100,14,7,FALSE
1025130000000000000.00,8,53,0,1,0,1626282626,976,298,4208,1447,17,3,5,FALSE
1025480000000000000.00,6,48,0,1,0,1626282626,976,298,4208,1447,22,4,5,FALSE
1030200000000000000.00,1687,8492,0,0,0,1103612496,2541,114,207664,4216,231,46,5,FALSE
1038070000000000000.00,1,5,0,1,2,1875083582,5946,483,652,2071,25,5,5,FALSE
1051020000000000000.00,2,14,0,1,0,1626282626,976,298,4208,1447,13,2,6,FALSE
1051560000000000000.00,1643,8337,0,1,0,1285980817,191859,795025,1417816,5717,19,2,9,FALSE
1055730000000000000.00,0,1,0,0,1,1332307933,9278,3009,2377,26162,146,23,6,FALSE
1075870000000000000.00,2861,10457,0,1,0,1244384275,5462,2289,48937,18273,63,13,4,FALSE
1085970000000000000.00,2075,33479,0,0,0,2181305466,27089,349,11306,21368,67,15,4,FALSE
1088060000000000000.00,137,726,0,1,0,1031516875,136,157,409890,1595,34,5,6,FALSE
1091380000000000000.00,1,8,0,0,1,1686086629,81,139,80531,4144,131,19,6,FALSE
1091380000000000000.00,4,10,0,0,1,1686086629,81,139,80531,4144,81,12,6,FALSE
1095080000000000000.00,107,304,0,0,0,1723976215,37659,2285,2703,12271,230,25,9,FALSE
1099290000000000000.00,142,872,0,0,0,1576617078,81,14,539353,6435,103,18,5,FALSE
1102670000000000000.00,3,21,0,1,3,1142443932,26953,1442,1357,6682,205,33,6,FALSE
1108010000000000000.00,211,359,2,4,0,1148197230,7460,324,10078,4765,240,28,8,FALSE
1108660000000000000.00,65,134,2,4,0,1148197230,7460,324,10078,4765,221,28,7,FALSE
1110990000000000000.00,12,356,0,4,0,1114214508,10860,376,661,11580,72,12,6,TRUE
1116400000000000000.00,232,1425,2,1,0,1137658464,13525,759,37897,11893,90,12,7,FALSE
1120610000000000000.00,5,68,0,0,0,1579923266,10976,1073,1066,1820,30,5,6,FALSE
1123060000000000000.00,1,5,0,0,0,1728618788,15343,354,1129,7861,67,10,6,FALSE
1123630000000000000.00,40,143,2,1,0,1577698915,444,14,21916,1103,105,11,9,FALSE
1124410000000000000.00,64,984,0,0,0,1672929152,491,6345,5767,453,107,16,6,FALSE
1128280000000000000.00,907,5225,0,2,0,1629921565,12120,557625,553897,29153,65,12,5,FALSE
1128730000000000000.00,896,5587,0,1,0,1603641462,5696,133,764504,1805,56,8,7,FALSE
1129330000000000000.00,5,37,2,1,0,1264137066,598,59628,74437,7973,138,23,6,FALSE
1130950000000000000.00,2,27,0,0,0,2159022312,4511,216,382,5744,41,6,6,FALSE
1134130000000000000.00,737,3680,0,0,0,1571865672,28,13,764411,8664,163,26,6,FALSE
1136490000000000000.00,1,17,0,4,0,1080466543,19576,237,243,2105,68,11,6,FALSE
1140580000000000000.00,44,1404,0,0,0,1626429126,20186,6700,23611,6283,168,25,6,FALSE
1140720000000000000.00,5,8,0,1,0,1273279724,1051,5053,5055,774,20,3,6,FALSE
1144320000000000000.00,451,2476,0,1,0,1658601415,3439,550,34815,1629,41,7,5,FALSE
1145770000000000000.00,1795,14276,0,1,0,1405489315,20474,309,22787,9694,30,4,7,FALSE
1146050000000000000.00,434,2213,0,0,0,1576597310,9,12,363186,7076,77,15,5,FALSE
1146870000000000000.00,1125,6745,0,0,0,1103612496,2541,114,207664,4216,136,26,5,FALSE
1146880000000000000.00,18,284,0,0,0,1113864241,36101,224155,228991,27544,171,25,6,FALSE
1148240000000000000.00,144,822,0,0,0,1576597310,9,12,363186,7076,57,11,5,FALSE
1148970000000000000.00,2197,20424,0,1,0,1640879869,206411,39385,227704,13581,15,3,5,FALSE
1149030000000000000.00,1042,7537,0,0,0,1103612496,2541,114,207664,4216,148,27,5,FALSE
1149200000000000000.00,4,68,0,0,0,1030189430,662,1073,1113,227,90,15,6,FALSE
1149310000000000000.00,72,542,0,0,0,1576652617,60,14,295244,5975,40,5,8,FALSE
1150080000000000000.00,1,1,0,1,1,1612211425,1836,63,45,10325,63,10,6,FALSE
1150690000000000000.00,60,979,0,0,0,1726723814,242087,3208,60135,6848,53,10,5,FALSE
1150750000000000000.00,4,41,1,4,0,1140511015,10036,880,13567,7631,73,11,6,FALSE
1150780000000000000.00,3,51,0,4,0,1140511015,10036,880,13567,7631,76,9,8,FALSE
1151470000000000000.00,3,45,0,0,0,1904206022,22765,32821,36417,1902,53,10,5,FALSE
1151470000000000000.00,2,60,0,0,0,1904206022,22765,32821,36417,1902,34,7,4,FALSE
1151470000000000000.00,2,58,0,0,0,1904206022,22765,32821,36417,1902,23,6,3,FALSE
1151530000000000000.00,1,51,0,0,0,1904206022,22765,32821,36417,1902,36,5,7,FALSE
1151610000000000000.00,1,2,1,1,0,1830268316,631,115,480,678,22,5,4,FALSE
1151950000000000000.00,3,599,0,0,1,1383132374,269139,699283,1252121,2466,37,6,6,FALSE
1152130000000000000.00,7,103,0,0,0,1672929152,491,6345,5767,453,47,9,5,FALSE
1152290000000000000.00,4,7,0,1,0,1966918896,586,715,357,977,207,35,5,FALSE
1152650000000000000.00,225,1061,0,1,0,1658601415,3439,550,34815,1629,34,6,5,FALSE
1152950000000000000.00,822,8638,0,0,0,1383132374,269139,699283,1252121,2466,80,15,5,FALSE
1153050000000000000.00,4,60,0,1,0,1187666311,34523,4200,4238,7761,23,3,7,FALSE
1153370000000000000.00,594,2106,0,1,0,1658601415,3439,550,34815,1629,36,6,6,FALSE
1153650000000000000.00,281,1614,0,0,0,1571865672,28,13,764411,8664,146,23,6,FALSE
1154110000000000000.00,918,7443,0,0,0,1103612496,2541,114,207664,4216,117,19,6,FALSE
1154420000000000000.00,276,3276,0,0,0,1536074683,3878,321,107355,7169,186,23,8,FALSE
1154730000000000000.00,6,9,0,0,1,1632708066,23104,11651,12141,99460,232,40,5,TRUE
1154760000000000000.00,6,14,0,4,0,1100844744,735,81,1425,9198,240,33,7,FALSE
1154880000000000000.00,255,1374,0,0,0,1967759113,21,13,539824,4644,132,21,6,FALSE
1155040000000000000.00,591,3889,0,2,0,1628824092,10,47,1890335,28188,109,15,7,FALSE
1155480000000000000.00,31,440,0,1,0,1645668205,1849,80,24329,96,20,4,5,FALSE
1155690000000000000.00,27,174,0,0,0,1671328860,212,56641,85092,12390,117,19,6,FALSE
1155700000000000000.00,3,6,0,1,0,1634529625,769,16,28839,4974,24,3,8,FALSE
1155800000000000000.00,1248,1824,0,1,0,1373932604,3636,111,103162,46778,221,40,5,FALSE
1155890000000000000.00,3,10,0,1,1,2186638945,29,5,2759,12376,38,6,6,FALSE
1156080000000000000.00,2147,14066,0,1,0,1285980817,191859,795025,1417816,5717,129,21,6,FALSE
1156230000000000000.00,37,195,0,0,0,1277145822,244069,1676,243331,67186,83,14,5,FALSE
1156640000000000000.00,5,47,0,0,0,1949400404,24217,291,5009,3242,151,23,6,FALSE
1156800000000000000.00,1835,14000,0,1,0,1285980817,191859,795025,1417816,5717,75,11,6,FALSE
1156930000000000000.00,15,340,0,1,0,1258329949,29449,998,3779,7555,62,12,5,FALSE
1157000000000000000.00,58,239,0,1,0,2201648228,21749,406,4628,5654,18,3,6,FALSE
1157250000000000000.00,26,85,0,1,1,1260104658,6387,456,6249,3047,165,20,8,FALSE
1157250000000000000.00,11,58,0,0,0,1260104658,6387,456,6249,3047,98,11,8,FALSE
1157250000000000000.00,19,58,0,4,2,1260104658,6387,456,6249,3047,146,19,7,FALSE
1157270000000000000.00,39,319,0,1,0,1653429380,163089,4264,4404,1157,138,25,5,FALSE
1157290000000000000.00,200,2330,0,0,0,1485848365,2620,12,285237,8887,56,11,5,FALSE
1157300000000000000.00,2,7,0,1,0,1387744346,257,105,89,161,137,22,6,FALSE
1157370000000000000.00,2,24,2,1,0,1344119508,11579,130,1963,2945,69,10,6,FALSE
1157420000000000000.00,50,745,0,0,0,1967759113,21,13,539824,4644,146,26,5,FALSE
1157690000000000000.00,539,2776,0,1,0,1658601415,3439,550,34815,1629,94,14,6,FALSE
1158000000000000000.00,5,41,0,3,0,1415908518,106089,1344,4479,2886,128,22,5,TRUE
1158030000000000000.00,1889,8081,0,1,0,1938550824,1031,1102,60601,1978,214,34,6,FALSE
1158030000000000000.00,347,1652,1,4,0,1628824092,10,47,1890335,28188,180,25,7,FALSE
1158050000000000000.00,109,840,0,1,0,1372166364,8094,598,79829,23844,171,26,6,FALSE
1158060000000000000.00,749,11029,0,1,0,1640879869,206411,39385,227704,13581,52,8,6,FALSE
1158060000000000000.00,482,1952,0,0,0,1628824092,10,47,1890335,28188,69,10,6,FALSE
1158070000000000000.00,1043,13820,0,0,0,1383132374,269139,699283,1252121,2466,26,24,1,FALSE
1158080000000000000.00,122,578,0,1,0,1629921565,12120,557625,553897,29153,43,8,5,FALSE
1158080000000000000.00,540,2430,0,0,0,1628824092,10,47,1890335,28188,79,12,6,FALSE
1158090000000000000.00,21,141,1,1,0,1868809386,43,0,132261,90,30,5,6,FALSE
1158100000000000000.00,2,3,0,0,0,1928021798,7924,297,285,7026,37,4,9,FALSE
1158100000000000000.00,46,53,0,1,0,1552602792,15040,2781,10361,406,157,29,5,FALSE
1158110000000000000.00,302,3279,0,0,0,1485848365,2620,12,285237,8887,72,12,6,FALSE
1158140000000000000.00,17,93,1,4,0,1140511015,10036,880,13567,7631,149,22,6,FALSE
1158150000000000000.00,1,113,0,0,0,1547571078,8343,1518,1609,266,60,8,7,FALSE
1158240000000000000.00,23,120,0,1,0,1341279704,448,259,11229,6790,213,45,4,FALSE
1158300000000000000.00,14,55,0,0,0,1250032842,479,1776,3057,3154,183,22,8,FALSE
1158310000000000000.00,18,24,0,1,0,1516278176,2632,67,72749,7250,40,6,6,FALSE
1158340000000000000.00,103,643,0,1,1,1373932604,3636,111,103162,46778,166,38,4,FALSE
1158340000000000000.00,118,1445,0,2,0,2174269398,5395,644,205907,37160,185,34,5,FALSE
1158350000000000000.00,49,373,0,0,0,1576652617,60,14,295244,5975,77,13,5,FALSE
1158350000000000000.00,195,943,0,0,0,1571865672,28,13,764411,8664,200,27,7,FALSE
1158360000000000000.00,2,12,2,1,0,1045628150,2822,713,5675,1666,157,22,7,FALSE
1158370000000000000.00,1,5,0,0,0,1404933954,4816,633,572,2019,35,7,5,FALSE
1158370000000000000.00,30,342,0,0,0,1485848365,2620,12,285237,8887,43,6,7,FALSE
1158380000000000000.00,57,198,0,1,0,2155347530,7360,56,27823,2915,210,33,6,FALSE
1158380000000000000.00,75,263,1,1,0,1460461549,7565,347,13186,46334,77,9,8,FALSE
1158380000000000000.00,0,0,0,0,2,1145872632,3195,255,157,3717,43,8,5,FALSE
1158380000000000000.00,0,0,2,1,0,1042960212,10055,251,283,3913,53,6,8,FALSE
1158380000000000000.00,0,0,2,1,0,1291885970,2,6002,6128,332369,167,29,5,FALSE
1158380000000000000.00,83,127,0,0,0,1024093536,42095,876,4866,7654,38,6,6,FALSE
1158380000000000000.00,26,176,0,0,0,1028062680,5351,224,19105,3648,66,8,8,FALSE
1158380000000000000.00,0,0,0,1,0,2210356633,16,1092,46,232,236,42,5,FALSE
1158380000000000000.00,0,0,0,0,0,2187261121,9794,98,463,8332,24,4,6,FALSE
1158380000000000000.00,0,0,0,0,0,1128760441,35517,373,620,13406,70,11,6,FALSE
1158390000000000000.00,0,0,1,0,0,1209362846,1534,1142,1100,2071,69,9,7,FALSE
1158390000000000000.00,0,1,0,0,0,1728708018,24930,356,1292,7216,28,5,5,FALSE
1158390000000000000.00,0,0,0,0,0,1718451312,3149,101,182,5119,57,12,4,FALSE
1158390000000000000.00,4,6,1,0,1,1670259642,2948,380,245,5828,103,11,9,FALSE
1158390000000000000.00,0,0,0,4,1,1372475863,3348,657,2476,4840,228,31,7,FALSE
1158390000000000000.00,0,0,0,0,1,1917601092,2808,64,138,6254,60,10,6,FALSE
1158390000000000000.00,16,1,0,0,0,2188780619,12453,426,666,75970,43,5,8,FALSE
1158390000000000000.00,8,1,0,0,0,2188780619,12453,426,666,75970,31,3,10,FALSE
1158400000000000000.00,6,45,0,0,0,1037480820,91245,106353,326053,18568,91,18,5,FALSE
1158400000000000000.00,0,0,0,1,0,1416636571,1,828,2038,986428,58,9,6,FALSE
1158400000000000000.00,0,0,0,0,1,1522170614,9119,196,193,17470,44,8,5,FALSE
1158400000000000000.00,0,0,0,0,0,1157964014,8853,500,847,4191,25,4,6,FALSE
1158420000000000000.00,0,0,0,0,0,1024372166,715,202,262,1946,211,34,6,FALSE
1158430000000000000.00,0,0,0,0,0,2192986316,948,98,31,705,59,12,4,FALSE
1158430000000000000.00,10,13,0,0,0,1640257364,11041,486,41286,63591,151,23,6,FALSE
1158430000000000000.00,9,14,0,0,0,1640257364,11041,486,41286,63591,161,26,6,FALSE
1158430000000000000.00,0,0,0,0,2,1024093536,42095,876,4866,7654,11,1,11,FALSE
1158430000000000000.00,235,3281,0,0,0,1383132374,269139,699283,1252121,2466,71,12,5,FALSE
1158430000000000000.00,0,0,0,0,0,1670916595,16419,202,2052,46477,139,24,5,FALSE
1158430000000000000.00,0,1,1,0,0,1050740658,15530,375,744,4480,51,5,10,FALSE
1158430000000000000.00,0,0,0,0,1,1441747268,1434,525,33,74,5,1,5,FALSE
1158430000000000000.00,0,5,0,0,0,2201835591,140753,686,4010,17355,42,8,5,FALSE
1158440000000000000.00,109,131,1,0,0,1254315354,597,54,2121,81,123,13,9,FALSE
1158440000000000000.00,40,74,0,0,0,1283006407,17714,585,130724,23808,103,21,4,FALSE
1158440000000000000.00,7,4,1,1,4,1307946462,5318,202,280,1809,88,12,7,FALSE
1158450000000000000.00,0,0,0,0,0,1362904700,2876,87,200,5220,91,16,5,TRUE
1158460000000000000.00,4,3,1,0,2,2212921352,754,496,317,1081,175,27,6,FALSE
1158530000000000000.00,4,19,0,0,0,1552602792,15040,2781,10361,406,223,42,5,FALSE
1158540000000000000.00,0,0,0,0,1,1594338961,83551,1204,12189,17690,40,8,5,TRUE
1158560000000000000.00,0,0,0,0,1,1683249325,28160,574,203,7477,200,37,5,FALSE
1158620000000000000.00,0,0,0,0,0,1425763266,1308,326,338,510,43,8,5,TRUE
1158670000000000000.00,0,0,0,0,0,2234588342,11713,218,555,3463,50,8,6,TRUE
1158670000000000000.00,170,3873,0,0,0,1383132374,269139,699283,1252121,2466,109,21,5,FALSE
1158680000000000000.00,17,580,0,0,0,1465612656,9361,116,35334,29805,92,15,6,FALSE
1158790000000000000.00,0,0,0,0,1,2196455163,1139,86,50,137,59,12,4,TRUE
1158810000000000000.00,8,39,0,0,0,2218144140,111068,8004,8156,34470,228,41,5,TRUE
1158820000000000000.00,2,4,0,0,1,1686369589,19339,5001,2487,11519,27,4,6,TRUE
1158820000000000000.00,0,0,0,0,0,2180787161,13021,74,145,9926,34,8,4,FALSE
1158830000000000000.00,0,0,0,1,0,1589788860,118621,29867,33551,57673,205,35,5,TRUE
1158850000000000000.00,268,1793,0,0,0,1576652617,60,14,295244,5975,55,9,6,TRUE
1158890000000000000.00,0,0,0,0,0,1608779360,1103,47,74,187,120,22,5,TRUE
1158910000000000000.00,0,0,0,0,1,1032160627,24359,74,538,20644,26,6,4,TRUE
1158930000000000000.00,0,0,0,0,1,1701519816,1461,270,45,359,185,29,6,TRUE
1158940000000000000.00,0,0,0,0,0,1960445995,368,116,2109,608,127,23,5,TRUE
1158980000000000000.00,0,0,0,0,0,1265459438,1040,96,688,132,228,35,6,FALSE
1158990000000000000.00,0,0,0,0,0,1427266314,2495,799,209,1586,65,12,5,TRUE
1159100000000000000.00,0,0,0,0,1,1112174737,901,65,87,2255,66,12,5,FALSE
1159120000000000000.00,0,0,0,0,0,1169875603,20002,112,106,9831,126,23,5,TRUE
1159120000000000000.00,3,16,0,0,0,1636405722,13743,1467,3473,40102,52,13,4,TRUE
1159130000000000000.00,0,0,0,0,3,1314087085,2331,479,758,4138,18,6,3,TRUE
1159140000000000000.00,0,0,0,0,1,1074972756,5750,209,183,9063,90,20,4,TRUE
1159160000000000000.00,0,3,0,0,0,2217664259,47518,1339,2789,2055,240,37,6,FALSE
1159160000000000000.00,0,0,0,0,0,1274725820,48828,430,2135,78292,109,19,5,TRUE
1159160000000000000.00,0,0,0,0,0,1383929977,21498,361,915,6494,81,15,5,TRUE
1159270000000000000.00,0,0,0,0,0,1901199109,57772,668,4296,24361,70,13,5,FALSE
1159270000000000000.00,0,0,0,0,1,1596412825,1482,139,168,243,17,3,5,TRUE
1159300000000000000.00,0,0,0,0,2,1735082492,516,312,134,893,100,21,4,FALSE
1159330000000000000.00,0,0,0,0,0,1691963929,6455,498,705,4624,70,14,5,FALSE
1159340000000000000.00,1,0,0,1,0,1416636571,1,828,2038,986428,112,19,5,FALSE
1159360000000000000.00,0,0,0,0,1,1074332882,939,403,293,4490,212,32,6,FALSE
1159360000000000000.00,0,0,0,0,1,1894730174,5363,97,158,1994,54,11,4,TRUE
1159400000000000000.00,0,0,1,0,0,2162792186,17572,299,7693,10564,44,7,6,TRUE
1159400000000000000.00,3,13,0,0,0,2243833976,26,3636,26452,403,238,38,6,TRUE
1159410000000000000.00,0,0,0,0,0,1466929801,32786,209,2070,13660,40,8,5,TRUE
1159420000000000000.00,0,0,0,0,2,2214853009,16726,4118,3509,1972,204,33,6,FALSE
1159420000000000000.00,0,3,0,0,0,2221460017,687355,588,8566,54338,62,11,5,TRUE
